Name,Website
ASTRANS (S) PTE LTD,
ASTRAZENECA (SINGAPORE) PTE LTD,
ASTRO AGENCIES PTE LTD,
ASTRO PACIFIC PTE LTD,
ASTRON SYSTEMS PTE LTD,
ASURION ASIA PACIFIC PTE LTD,
ASUS TECHNOLOGY PTE LTD,
AT EXPRESS PTE LTD,
AT FRESH PTE LTD,
AT MECHATRONICS PTE LTD,
AT&T WORLDWIDE TELECOMMUNICATIONS SERVICES SINGAPORE PTE LTD,
ATARU ENGINEERING PTE LTD,
ATCO INTERIORS,
ATCO MARINE HARDWARE SUPPLY PTE LTD,
ATEA ENVIRONMENTAL TECHNOLOGY PTE LTD,
ATEX ELECTRONICS (S) PTE LTD,
ATHENA EDUCATIONAL SERVICES PTE LTD,
ATLANTIC INDUSTRIAL & TRADING PTE LTD,
ATLAS COPCO (S.E.A.) PTE LTD,
ATLAS ICE (SINGAPORE) PTE LTD,View Map
ATLAS PAPER PRODUCTS (PTE) LTD,
ATLAS SOUND & VISION PTE LTD,
ATLAS VENDING PTE LTD,
ATMAN PTE LTD,
ATMD BIRD & BIRD LLP,
ATMEL SINGAPORE PTE LTD,
ATMI PTE LTD,
ATOMIC TECHNOLOGIES PTE LTD,
ATOS INFORMATION TECHNOLOGY (SINGAPORE) PTE LTD,
ATOS ORIGIN (SINGAPORE) PTE LTD,
ATOTECH S.E.A. PTE LTD,
ATRIA TECHNOLOGIES PTE LTD,www.atria-tech.com
ATS TRAFFIC PTE LTD,
ATT ELECTRIC & MACHINERY PTE LTD,
ATT SYSTEMS (S) PTE LTD,
ATTACHMATE GROUP SINGAPORE PTE LTD,
ATTAS FAR EAST PTE LTD,
ATTORNEY-GENERAL'S CHAMBERS,
ATX TRADING PTE LTD,
AUDEMARS PIGUET (S) PTE LTD,
AUDEX PTE LTD,
AUDIO & PHOTO DISTRIBUTOR (FAR EAST) PRIVATE LIMITED,
AUDITOR-GENERAL'S OFFICE,
AUGITE PTE LTD,
AUGUST INTERNATIONAL HOLDINGS PTE LTD,www.8ipl.com.sg
AUGUST INTERNATIONAL PTE LTD,www.8ipl.com.sg
AUM COMMODITIES PTE LTD,
AUMA ACTUATORS (S) PTE LTD,
AURECON (PTE) LTD,
AURIC PACIFIC GROUP LIMITED,
AURIC PACIFIC MARKETING PTE LTD,
AURORA DESIGN & CONTRACTS PTE LTD,
AURORA TECHNOLOGY PTE LTD,
AURUM LAND (PTE) LTD,
AUSGROUP LIMITED,
"AUSTCHAM, SINGAPORETHE AUSTRALIAN CHAMBER OF COMMERCE",
AUSTEN MARITIME SERVICES PTE LTD,
AUSTINCO ENTERPRISE (S) PTE LTD,
AUSTON INSTITUTE OF MANAGEMENT PTE LTD,
AUSTRALIA & NEW ZEALAND BANKING GROUP LIMITED,anz.com.sg
AUSTRALIAN FRUIT JUICE (S) PTE LTD,
AUSTRALIAN INTERNATIONAL SCHOOL PTE LTD,
AUTOACC TRADING PTE LTD,
AUTODESK ASIA PTE LTD,
AUTODEX PRECISION ENGRG & TRADING,
AUTOMATED CONTROLS & MACHINERY PTE LTD,
AUTOMATION & COMPUTER ENGINEERING PTE LTD,www.ace.com.sg
AUTOPACK PTE LTD,
AUTOSCAN TECHNOLOGY PTE LTD,
AUTOVEYOR (SINGAPORE) PTE LTD,
AUTQ SPEED PTE LTD,
AV CONSULTANTS PTE LTD,
AV MEDIA PTE LTD,
AV ONE (S) PTE LTD,
AVA GLOBAL PTE LTD,
AVAGO TECHNOLOGIES FINANCE PTE LTD,
AVAGO TECHNOLOGIES HOLDING PTE LTD,
AVAGO TECHNOLOGIES INTERNATIONAL SALES PTE LTD,
AVANI RESOURCES PTE LTD,
AVAYA SINGAPORE PTE LTD,
AVE AVENUE PTE LTD,
AVEBE (FAR EAST) PTE LTD,
AVEMORE PTE LTD,
AVENIR MAISON PTE LTD,
AVENTIS PHARMA MANUFACTURING PTE LTD,
AVER ASIA (S) PTE LTD,www.averasia.com
AVER ASIA CORPORATION PTE LTD,
AVERTEK ENTERPRISES PTE LTD,www.avertek.com.sg
AVERY DENNISON RBIS SINGAPORE PTE LTD,
AVIA EQUIPMENT PTE LTD,
AVIATION SERVICES (GSA) PTE LTD,
AVIATION SERVICES PTE LTD,
AVIS CAR RENTAL,
AVITAR ENTERPRISES PTE LTD,
AVI-TECH ELECTRONICS LTD,
AVIVA LTD,
AVNET ASIA PTE LTD,
AVNET TECHNOLOGY SOLUTIONS PTE LTD,
AVOCENT ASIA PACIFIC PTE LTD,
AVS COMPUTER SERVICES PTE LTD,
AVS TECHNOLOGIES PTE LTD,
AV-SCIENCE MARKETING PTE LTD,
AVT (S) PTE LTD,
AVX/KYOCERA (SINGAPORE) PTE LTD,
AWE ENVIRONMENTAL SYSTEMS PTE LTD,www.awe.com.sg
AWP PTE LTD,
AX 21 SINGAPORE PTE LTD,
AXA INSURANCE SINGAPORE PTE LTD,
AXA INVESTMENT MANAGERS ASIA (SINGAPORE) LTD,
AXA LIFE INSURANCE SINGAPORE PTE LTD,
AXANTEUS RESEARCH PTE LTD,
AXANTEUS SECURITY PTE LTD,
AXIS INTELLECTUAL CAPITAL PTE LTD,
AXIS PLUS PTE LTD,
AY DESIGNS PTE LTD,
AYAKO CORPORATION (S) PTE LTD,
AYURPHARM INTERNATIONAL PTE LTD,
AZ BUS PTE LTD,
AZEC HOLDINGS AND REALTY PTE LTD,
AZEN MANUFACTURING PTE LTD,
AZIZ TAYABALI & ASSOCIATES,
A'ZONE CORPORATION PTE LTD,
AZTECH GROUP LTD,
AZUMA ENGINEERING (S) PTE LTD,
B & H WORLDWIDE (SG) PTE LTD,
B & I RESOURCES PTE LTD,
B & JO ENTERPRISE PTE LTD,
B & L TRAVEL PTE LTD,
B B ENERGY (ASIA) PTE LTD,
B K W AUTOMOBILE PTE LTD,
B K W RENT A CAR PTE LTD,
B.B.S. ACCESS PTE LTD,
B.B.S. HOLDINGS PTE LTD,
B.M. NAGANO PTE LTD,
B+H EQUIMAR SINGAPORE PTE LTD,
"BABBITT TRADING PTE LTD, THE",
BACARDI-MARTINI SINGAPORE PTE LTD,
BACCARAT INTERNATIONAL PTE LTD,
BACHUN FOOD INDUSTRIES (PTE) LTD,
BAGADIYA BROTHERS (SINGAPORE) PTE LTD,
BAKER & MCKENZIE•WONG & LEOW,
BAKER HUGHES INTEQ,
BAKER HUGHES SINGAPORE PTE LTD,
BAKER MARINE PTE LTD,
BAKER TECHNOLOGY LTD,
BAKERZIN HOLDINGS PTE LTD,
BAKRI TRADING CO (ASIA) PTE LTD,
BALDWIN BOYLE SHAND LTD,
BALKENENDE CHEW & CHIA,
BALLEY PAPER PTE LTD,
BAMBI INDUSTRIES PTE LTD,
BAN CHON CORPORATION & TRADING PTE LTD,
BAN CHOON MARKETING PTE LTD,
BAN CHUAN (PTE) LTD,
BAN HOCK HIN CO PTE LTD,
BAN LEONG TECHNOLOGIES LTD,
BAN SOON HARDWARE & HYDRAULIC SUPPLY,
BANK OF BARODA,www.bankofbaroda.com.sg
"BANK OF EAST ASIA LIMITED, THE",
BANK OF INDIA,
"BANK OF NEW YORK MELLON, THE",
"BANK OF NOVA SCOTIA ASIA LTD, THE",
BANK OF SINGAPORE LIMITED,
BANK OF TAIWAN,
BANSHING INDUSTRIAL CO (PTE) LTD,
BANYAN TREE HOLDINGS LTD,
BAO YUAN TRADING PTE LTD,
BAOSTEEL SINGAPORE PTE LTD,
BARCLAYS BANK PLC,
BARCLAYS CAPITAL GLOBAL SERVICES SINGAPORE PTE LTD,
BARCLAYS MERCHANT BANK (SINGAPORE) LTD,
BARCOL AIR ENGINEERING PTE LTD,
BARNSBURRY ENGINEERING (S) PTE LTD,
BARRY CALLEBAUT ASIA PACIFIC (S) PTE LTD,
BARRY CALLEBAUT EUROPE HOLDINGS PTE LTD,
BARTLEY DEVELOPMENT PTE LTD,
BARUDAN ASIA PTE LTD,
BARWIL AGENCIES PTE LTD,
BASF SOUTH EAST ASIA PTE LTD,
BATA SHOE (SINGAPORE) PTE LTD,
BATAMINDO SHIPPING & WAREHOUSING PTE LTD,
BATTERY POWER INTERNATIONAL PTE LTD,
BAUER COMPRESSORS ASIA PTE LTD,
BAUER TECHNOLOGIES FAR EAST PTE LTD,
BAUMANN SPRING COMPANY (S) PTE LTD,
BAUSCH & LOMB (S) PTE LTD,
BAXTER HEALTHCARE (ASIA) PTE LTD,
BAYCO INTERNATIONAL PTE LTD,
BAYER (SOUTH EAST ASIA) PTE LTD,
BAYSWATER SHIPPING & FORWARDING PTE LTD,
BAYVIEW HOTEL SINGAPORE,
BBDO SINGAPORE PTE LTD,
BBR CONSTRUCTION SYSTEMS PTE LTD,
BBR HOLDINGS (S) LTD,
BCD ENGINEERING PTE LTD,
BCD TRAVEL SINGAPORE PTE LTD,
BCS INFORMATION SYSTEMS PRIVATE LIMITED,
BD CRANETECH PTE LTD,
BDP (ASIA PACIFIC) PTE LTD,
BDP GLOBAL SERVICES PTE LTD,
BEACH HOTEL PTE LTD,
BEACON CONSULTING PTE LTD,
BEACON ENERGY HOLDINGS PTE LTD,
BEAM GLOBAL ASIA PTE LTD,
BEATRON AGENCIES SINGAPORE PTE LTD,
BEAUFORT CORPORATE SERVICES PTE LTD,
BEAULIEU HOUSE RESTAURANT,
BEAUTY GOLDSMITHS & JEWELLERS (PTE) LTD,
BEAUTY WORLD PROPERTIES PTE LTD,
BECA CARTER HOLLINGS & FERNER (S.E.ASIA) PTE LTD,
BECHTRANS INTERNATIONAL (S) PTE LTD,
BECTON DICKINSON & CO,
BECTON DICKINSON MEDICAL (S) PTE LTD,
BECTON DICKINSON MEDICAL PRODUCTS PTE LTD,
BEDOK TRANSPORT PTE LTD,www.bedoktransport.com
BEE CHENG HIANG HUP CHONG FOODSTUFF PTE LTD,
BEE GUAN CONSTRUCTION PTE LTD,
BEE KONG ELECTRICAL ENGINEERING PTE LTD,
BEE SENG CENTRAL DISTRIBUTION PTE LTD,
BEECHAM PHARMACEUTICALS (PTE) LTD,
BEHN MEYER PAPER & BOARD (S) PTE LTD,
BEIERSDORF SINGAPORE PTE LTD,
BEL-AD & GENERAL AGENCIES PTE LTD,
BELDEN ELECTRONICS (S) PTE LTD,
BELDEN SINGAPORE PTE LTD,
BELGARATH INVESTMENTS PTE LTD,
"BELGIAN AND LUXEMBOURG ASSOCIATION OF SINGAPORE, THE",None
BELINDA ANG TANG & PARTNERS,
BELL HELICOPTER ASIA (PTE) LTD,
BEN FOODS (S) PTE LTD,
BEN LINE AGENCIES (S) PTE LTD,
BEN OPTIK PTE LTD,
BENAIR FREIGHT PTE LTD,
BENCHMARK SYSTEMS (S) PTE LTD,
BENEL SINGAPORE PTE LTD,
BENG CHENG METAL PTE LTD,
BENG HUI MARINE ELECTRICAL PTE LTD,
BENG KUANG MARINE LIMITED,
BENG TAT TRANSPORT SERVICE,
BENG THIN HOON KEE RESTAURANT,
BENGAWAN SOLO PTE LTD,
BENIMIX ENTERPRISES PTE LTD,
BENSONS INTERNATIONAL SYSTEMS (S) PTE LTD,
BENTEC P&R ENGINEERING PTE LTD,
BENZENE INTERNATIONAL PTE LTD,
BENZLINE AUTO PTE LTD,
BERGER INTERNATIONAL LTD,
BERGER PAINTS SINGAPORE PTE LTD,
BERNARD & RADA LAW CORPORATION,
BERO COFFEE SINGAPORE PTE LTD,
BES TECHNOLOGY PTE LTD,
BESCOM COMPUTER SYSTEMS PTE LTD,
BESCON EQUIPMENT PTE LTD,
BESDALE TRADING PTE LTD,
BESLEY & PIKE (SINGAPORE) PTE LTD,
BESQUIP (SINGAPORE) PTE LTD,
BEST CHEMICAL CO (S) PTE LTD,
BEST DENKI (SINGAPORE) PTE LTD,
BEST DENKI ELECTRICAL PTE LTD,
BEST SAFETY-GLASS MANUFACTURING (S) PTE LTD,
BEST WORLD INTERNATIONAL LTD,
BEST WORLD LIFESTYLE PTE LTD,
BESTA DIGITECH PTE LTD,
BESTAR ASSURANCE PAC,
BESTOFIRE & THERMAL PTE LTD,www.bestofire.com.sg
BETA SOUTH EAST ASIA PTE LTD,
BETTER COMPUTING SERVICE PTE LTD,
BEYONICS PRECISION STAMPINGS PTE LTD,
B-GOLD HOLDING CO (S) PTE LTD,
BH FRESH FOOD PTE LTD,
BH GLOBAL CORPORATION LIMITED,
BH MINING & PETROLEUM PTE LTD,
BHG (SINGAPORE) PTE LTD,
BHG HOLDINGS PTE LTD,
BHP BILLITON MARKETING ASIA PTE LTD,
BIAN HIN CO (S) PTE LTD,
BIBI&BABA PTE LTD,
BIC PRODUCT (SINGAPORE) PTE LTD,
BIELOMATIK FAR EAST PTE LTD,
BIG BOOKSHOP PTE LTD,
BIG BUBBLE CENTRE,
BIG ORANGE SELF STORAGE SINGAPORE PTE LTD,
BIGCITY FASHION PTE LTD,
BIH LI & LEE,
BIL ASIA SINGAPORE LIMITED,
BILCON INDUSTRIES PTE LTD,
BILCON PTE LTD,
BILLION COMMODITIES PTE LTD,
BILSEA INTERNATIONAL HOLDINGS PTE LTD,
BIMAN BANGLADESH AIRLINES,
BINTAI KINDENKO PTE LTD,
BINTER & CO PTE LTD,
BIO-PACKAGING PTE LTD,
BIO-RAD LABORATORIES (SINGAPORE) PTE LTD,
BIO-REV PTE LTD,
BIRMINGHAM BUSINESS SCHOOL PTE LTD,
BITE MARKETING CONSULTING PTE LTD,
BIZ-ERA.NET PTE LTD,
BIZFRIEND MARKETING,
BIZLINK RENT-A-CAR PTE LTD,
BIZMODE TRADING PTE LTD,
BJ HYDRAULIC,
BJ SERVICES CO (SINGAPORE) PTE LTD,
BK STARWOOD PTE LTD,
BL JEWELLERY DESIGN,
BL PACKAGING PTE LTD,
BLACK & VEATCH (SEA) PTE LTD,
BLACK SEA MARINE & TRADING PTE LTD,
BLACKBERRY SINGAPORE PTE LTD,
BLASTWELL PTE LTD,
BLOOMFOSS PTE LTD,
BLOSSOM PAPER PRODUCTS PTE LTD,
BLPL SINGAPORE PTE LTD,
BLUE FLASH PTE LTD,
BLUE OCEAN RESOURCES PTE LTD,
BLUESCOPE STEEL ASIA PTE LTD,
BMC INSURANCE AGENCIES PTE LTD,
BMC SOFTWARE ASIA PACIFIC PTE LTD,
BMW ASIA PTE LTD,
BNF ENGINEERING (S) PTE LTD,
BNP PARIBAS,
BNP PARIBAS SECURITIES (SINGAPORE) PTE LTD,
BOARD OF ARCHITECTS,
BOARDROOM LTD,
BOC AVIATION PTE LTD,
BODY CONTOURS PTE LTD,
BODYNITS INTERNATIONAL PTE LTD,
BODYWORK CLINIC PTE LTD,
BOILERMASTER PTE LTD,
BOK SENG INDUSTRIAL SUPPLY PTE LTD,
BOLSEN CEMENT PRODUCTS PTE LTD,
BOMIN BUNKER OIL PTE LTD,
BONCAFÉ INTERNATIONAL PTE LTD,
BOND INSTRUMENTATION (S) PTE LTD,
BOND PROPERTIES PTE LTD,
BONVESTS HOLDINGS LTD,
BOON & CO (PTE) LTD,
BOON LAY GEMS PTE LTD,
BOON LAY RAJA RESTAURANT PTE LTD,
BOON LAY STATIONERY PTE LTD,
BOON SIEW SINGAPORE PTE LTD,
BOON TRADING PTE LTD,
BOON YONG ELECTRICAL PTE LTD,
BOONRIDGE PTE LTD,
BORDEN CO PTE LTD,
BORMILL LINE (S) PTE LTD,
BORNEO MOTORS (S) PTE LTD,
BORNEO PROPERTIES SDN BHD,
BOROCHEMIE INTERNATIONAL PTE LTD,
BOROUGE PTE LTD,
BOSCH REXROTH PTE LTD,
BOSSARD PTE LTD,
BOSTIK SINGAPORE PTE LTD,
BOSTON PLASTICS (SHANGHAI) PTE LTD,
BOSTON SCIENTIFIC ASIA PACIFIC PTE LTD,
BOSTON WIRE & ROPES PTE LTD,
BOURBON OFFSHORE ASIA PTE LTD,
BOUSTEAD SALCON WATER SOLUTIONS PTE LTD,
BOUSTEAD SINGAPORE LIMITED,
BOXSON PACKAGING INDUSTRIES PTE LTD,
BRC ASIA LIMITED,www.brc.com.sg
BREADTALK GROUP LIMITED,
BREADTALK PTE LTD,
BREDERO SHAW (S) PTE LTD,
BREL SOFTWARE PTE LTD,
BRENNTAG PTE LTD,
BRENTAPAC INTERNATIONAL PTE LTD,
BREVINI (S.E. ASIA) PTE LTD,
BRIDEX SINGAPORE PTE LTD,
BRIDGESTONE ASIA PACIFIC PTE LTD,
BRIDGESTONE SINGAPORE PTE LTD,
BRIDON SINGAPORE (PTE) LTD,
BRIGADE CLEANING & SUPPLIES SERVICES PTE LTD,
BRIGHT PAPER CO PTE LTD,
BRIGHT RUBY RESOURCES PTE LTD,
BRIGHTEN UNIFORMS PTE LTD,
BRIGHTOIL PETROLEUM (SINGAPORE) PTE LTD,
BRIGHTON MAINTENANCE & CLEANING SERVICES,
BRIGHTPOINT SINGAPORE PTE LTD,
BRILLIANT GENERAL BUILDING CONSTRUCTION PTE LTD,
BRINK'S SINGAPORE PTE LTD,
BRIQ PTE LTD,
BRISTAR INDUSTRIES PTE LTD,
BRISTOL-MYERS SQUIBB (SINGAPORE) PTE LTD,
BRITISH AIRWAYS PLC,
BRITISH AND MALAYAN TRUSTEES LTD,
BRITISH CHAMBER OF COMMERCE SINGAPORE,
BRITISH-AMERICAN TOBACCO (SINGAPORE) PTE LTD,
BRITISH-AMERICAN TOBACCO MARKETING (SINGAPORE) PTE LTD,
BRITOIL OFFSHORE SERVICES PTE LTD,
BROAD PEAK INVESTMENT ADVISERS PTE LTD,
BROADCAST PROFESSIONAL PTE LTD,
BROADCOM ASIA DISTRIBUTION PTE LTD,
BROADCOM SINGAPORE PTE LTD,
BROADWAY FOOD CENTRE (HOLDINGS) PTE LTD,
BROADWAY HOTEL (PTE) LTD,
BROADWAY INDUSTRIAL GROUP LTD,
BROOKFIELD GLOBAL RELOCATION SERVICES PTE LTD,
BROOKLYN ENTERPRISE PTE LTD,
BROOKVALE INVESTMENTS PTE LTD,
BROSEA PTE LTD,
BROSON CATERING PTE LTD,
BROTHER INTERNATIONAL SINGAPORE PTE LTD,
BROTHERS (HOLDINGS) LIMITED,
BROTZEIT PTE LTD,
BROWN TECHNOLOGIES PTE LTD,
BROWNSEA SERVICES (S) PTE LTD,
BRP MANAGEMENT ASSOCIATES PTE LTD,
BS MICROELECTRONICS (S) PTE LTD,
BSH HOME APPLIANCES PTE LTD,
BSI GROUP SINGAPORE PTE LTD,
BSS (S) PTE LTD,View Map
BT GLOBAL SOLUTIONS PTE LTD,
BT SINGAPORE PTE LTD,
BTI CONSULTANTS PTE LTD,
BUCKMAN LABORATORIES (ASIA) PTE LTD,
BUDGET ACCOUNTS PTE LTD,
BUGIS STREET DEVELOPMENT PTE LTD,
BUILDER 90 PTE LTD,
BUILDING AND CONSTRUCTION AUTHORITY,
BUILDING CONSTRUCTION CO (PTE) LTD,
BUILDING RESOURCES INDUSTRIES PTE LTD,
BUILD-MAX CONSTRUCTION PTE LTD,
BUILDTECH CONSTRUCTION PTE. LTD.,View Map
BUKIT SEMBAWANG ESTATES LTD,
BUKIT SEMBAWANG VIEW PTE LTD,
BULK TRADE PTE LTD,
BULLIONSTAR PTE LTD,
BULLS-EYE SECURITY SERVICES PTE LTD,www.bullseyesecurity.com.sg
BUMITAMA AGRI LTD,
BUN SZE KAR GENERAL CONTRACTOR PTE LTD,
BUNGE AGRIBUSINESS SINGAPORE PTE LTD,
BUNKER HOUSE PETROLEUM PTE LTD,
BUREAU VERITAS MARINE (SINGAPORE) PTE LTD,
BUREAU VERITAS SINGAPORE PTE LTD,
BURKERT CONTROMATIC SINGAPORE PTE LTD,
BURSON-MARSTELLER (S.E.A) PTE LTD,
BUSCH VACUUM SINGAPORE PTE LTD,
BUSINESS EDGE PERSONNEL SERVICES PTE LTD,
BUSINESS EXCELLENCE CONSULTANTS PTE LTD,
BUSINESS QUALITY CONSULTANTS,
BUZZCITY PTE LTD,
BW MARITIME PTE LTD,
BYSTRONIC PTE LTD,
C & C PRESS,
C & C SCIENTIFIC (S) PTE LTD,
C & E HAVEN (S) PTE LTD,
C & K MARKETING PTE LTD,
C & P DISTRIBUTION PTE LTD,
C & P HOLDINGS PTE LTD,
C & P MARINE PTE LTD,
C & P RENT-A-CAR (PTE) LTD,
C & P TRANSPORT (PTE) LTD,
C & W ELECTRONICS PTE LTD,
C K 21 HOLDINGS PTE LTD,
C M M MARKETING MANAGEMENT PTE LTD,
C P WORLD PTE LTD,
C S TAN & CO,
C. K. TANG LIMITED,
C. MELCHERS GMBH & CO SINGAPORE BRANCH,
C. N. TIEW & CO,
C.P.ONG CONSTRUCTION PTE LTD,
C.T.S. INDUSTRIES PTE LTD,
CA (SINGAPORE) PTE LTD,
CAA TECHNOLOGIES PTE LTD,
CABLE & WIRELESS GLOBAL PTE LTD,
CABLE ACCESSORIES NETWORKS PTE LTD,
CABLE SOLUTIONS (SEA) PTE LTD,
CABLES INTERNATIONAL PTE LTD,
CADBURY ENTERPRISES PTE LTD,
CADG ENGINEERING PTE LTD,
CAD-IT CONSULTANTS (ASIA) PTE LTD,
CAIRNHILL GREEN PTE LTD,
CAIRNHILL METROLOGY PTE LTD,
CAL-COMP PRECISION (SINGAPORE) LIMITED,
CALENDARONE PTE LTD,
CALFARME (SINGAPORE) PTE LTD,
CALYTRON ENGINEERING PTE LTD,
CAMCO ENGINEERING SERVICES & TRADING,
CAMELOT PTE LTD,www.camelotsg.biz
CAMERON (SINGAPORE) PTE LTD,
CAMPAIGN COMPLETE SOLUTIONS PTE LTD,
CAMPBELL & ASSOCIATES PTE LTD,
CANADIAN INTERNATIONAL SCHOOL (SINGAPORE),
CANDID MARINE ENGINEERING PTE LTD,
CANDID WATER COOLER PTE LTD,
CANDY FLORICULTURE PTE LTD,
CANON SINGAPORE PTE LTD,
CAPE EAST PTE LTD,www.capeplc.com
CAPITACOMMERCIAL TRUST MANAGEMENT LTD,
CAPITAL 1818 PTE LTD,
CAPITAL DISTRIBUTORS (S) PTE LTD,
CAPITAL PRODUCTS & FACILITIES PTE LTD,
CAPITAL SQUARE PTE LTD,
CAPITALAND CHINA HOLDINGS  PTE LTD,
CAPITALAND COMMERCIAL LIMITED,
CAPITALAND LIMITED,
CAPITALAND RESIDENTIAL LIMITED,
CAPITAMALL TRUST MANAGEMENT LTD,
CAPITAMALLS ASIA LIMITED,
CAPITOL GRAVURE INDUSTRIES PTE LTD,
CAPITOL INVESTMENT HOLDINGS PTE LTD,
CAPITOL OPTICAL CO (PTE) LTD,
CAPRICO INTERNATIONAL PTE LTD,
CAPSTONE ALUMINIUM PTE LTD,
CAR RANGER PTE LTD,
CAR TIMES AUTOMOBILE PTE LTD,
CARA SHIPPING PTE LTD,
CARL ZEISS PTE LTD,
CARLSBERG SINGAPORE PTE LTD,
CARLSON WAGONLIT SINGAPORE PTE LTD,
CARLTON HOTEL SINGAPORE,
CARMICHAEL FISHER PRIVATE LIMITED,
CARMIN PTE LTD,
CAROUSEL STUDIOS PTE LTD,www.carousel.com.sg
CARRIER SINGAPORE (PTE) LIMITED,
CARRIER TRANSICOLD PTE LTD,
CASA (S) PTE LTD,
CASA DEI BAMBINI MONTESSORI FOR CHILDREN PTE LTD,
CASCO ADHESIVES (ASIA) PTE LTD,
CASCO PUBLICATIONS PTE LTD,
CASETH MARINE CONSULTING (S) PTE LTD,
CASEY LIN & CO,
CASH BOX JEWELLERY PTE LTD,
CASINO REGULATORY AUTHORITY,
CASIO SINGAPORE PTE LTD,
CASSIDY TRADING PTE LTD,
CAST LABORATORIES PTE LTD,
CASTELLI BUILDING SUPPLIES,
CASTLERY PRIVATE LIMITED,
CASUARINA PROPERTIES (PTE) LTD,
CATERPILLAR ASIA PTE LTD,
CATHAY BUILDING 2002 PTE LTD,
CATHAY CINEPLEXES PTE LTD,
CATHAY MACHINERY PTE LTD,
CATHAY ORGANISATION PTE LTD,
CATHAY PHOTO STORE (PTE) LTD,
CATHAY-KERIS FILMS PTE LTD,
CATHODIC PROTECTION TECHNOLOGY PTE LTD,
CATTEL ENGINEERING PTE LTD,
CAUSEWAY PAINTS PTE LTD,
CAVI-JET (S) PTE LTD,
CAVU CORP PTE. LTD.,
CAYMAN MANAGEMENT CONSULTANTS PTE LTD,
CBC.S PTE LTD,
CBD EVISION PTE LTD,
CBM PTE LTD,
CBMM ASIA PTE LTD,
CBRE PTE LTD,
CBS VENTURES PTE LTD,
CC CARBON (PTE) LTD,
CCIS SINGAPORE PTE LTD,
CCS ENTERPRISE (S) PTE LTD,
CDL LAND PTE LTD,
CDL PROPERTIES LTD,
CE INDUSTRIES PTE LTD,
CEDRO NETWORK PTE LTD,
CEI CONTRACT MANUFACTURING LIMITED,
CEL COATINGS INDUSTRIES PTE LTD,
CEL DEVELOPMENT PTE LTD,
CELANESE PTE LTD,
CELANESE SINGAPORE PTE LTD,
CELCEM PTE LTD,
CELESTE HOLDING PTE LTD,
CELESTICA ELECTRONICS (S) PTE LTD,
CELESTICA HOLDINGS PTE LTD,
CELESTIX NETWORKS PTE LTD,
CELL TURBO SERVICES PTE LTD,
CELLINI DESIGN CENTER PTE LTD,
CELLMARK ASIA PTE LTD,
CELLTRONICS (S) PTE LTD,
CEN TECH PTE LTD,
CENOSIS HOLDINGS PTE LTD,
CENTENNIAL BUSINESS CENTRE PTE LTD,
CENTENNIAL METALS INTERNATIONAL PTE LTD,
CENTOUR TRAVEL & TRADING (S) PTE LTD,
CENTRAL BOULEVARD DEVELOPMENT PTE LTD,
"CENTRAL DEPOSITORY (PTE) LTD, THE",
CENTRAL ENGINEERING (PTE) LTD,
CENTRAL EXPRESS LINES PTE LTD,
CENTRAL FOREST PRODUCTS PTE LTD,
CENTRAL GRANITE INDUSTRIES PTE LTD,
CENTRAL MERCANTILE CORPORATION (S) LTD,
CENTRAL PROVIDENT FUND BOARD,
CENTRAL REALTY CO (PTE) LTD,
CENTRAL STAR MARINE SUPPLIES PTE LTD,
CENTRAL-MIDORI (INT'L) PTE LTD,
CENTRE FOR EFFECTIVE LIVING PTE LTD,
CENTRON ENGINEERING SERVICES,
CENTROTRADE S'PORE PTE LTD,
CENTRUM (PTE) LTD,
CENTURION CORPORATION LIMITED,
CENTURION SECURITY MANAGEMENT SERVICES,
CENTURY TOKYO LEASING (S) PTE LTD,
CEO SEARCH & SERVICES,
CEREBOS PACIFIC LIMITED,www.cerebos.com
CERPLAS CHEMICALS PTE LTD,
CERTIFICATION INTERNATIONAL (SINGAPORE) PTE LTD,
CERTIS CISCO SECURITY PTE LTD,
CES-WEST COAST PTE LTD,
CE-TEST & MEASUREMENT (S) PTE LTD,
CEVA LOGISTICS SINGAPORE PTE LTD,
CFE ENGINEERS ASIA PTE LTD,
CFM HOLDINGS LIMITED,
CFO ACCOUNTS & SERVICES PTE LTD,www.accountingsolutionsingapore.com
CGS PTE LTD,
CH GLOBAL PTE LTD,
CH LOGISTICS PTE LTD,
CH OFFSHORE LTD,
CHAHAYA SHIPPING & TRADING CO PTE LTD,
CHAI HUAT TRADING PTE LTD,View Map
CHAIPER ELECTRONIC SINGAPORE PTE LTD,
CHALLENGER TECHNOLOGIES LIMITED,
CHAMBERS CONSULTANTS PTE LTD,
CHAMOXA OFFICE AUTOMATION (S) PTE LTD,
CHAMPION HOTEL,
CHAMPION MOTORS (1975) PTE LTD,
CHAMPION PRECISION MANUFACTURING PTE LTD,
CHAMPS INDUSTRIAL PTE LTD,
CHAMPTECH PLASTERCEIL TRADING PTE LTD,
CHAN & GOH LLP,
CHAN BROTHERS INTERNATIONAL PTE LTD,
CHAN BROTHERS MICE & TRAVEL PTE LTD,
CHAN BROTHERS TRAVEL (PTE) LTD,
CHAN CHUAN CHANG METAL WORKS,
CHAN KOK POH & CO,
CHAN MAN LEE TRADING CO PTE LTD,
CHAN METAL FINISHING PTE LTD,
CHAN SENG HENG PTE LTD,
